Delta_ref,P_freeze,R_bg,R_cam,R_fg,R_phys,R_quality,R_reobs,R_total,background_stability,camera_following,camera_variant,candidate_was_protocol_v1_typeB,condition_r_quality_p40,confidence,contact_sheet,energy_audited,failure_tags,foreground_identity,freeze,fvd_status,generated_future_video_path,gt_future_video_path,is_medium_hard_negative,is_quality_floor_pass,loser_sharpness,loser_sharpness_ratio,lpips_status,metric_fvd_status,metric_lpips_status,metric_psnr,metric_ssim,metric_vbench_status,model,object_deformation,pair_id,physical_event,psnr,quality_gate_v2_pass,reference_relative_margin,reject_reasons,reobserve,reward_margin,sample_id,sharpness_gate_pass,ssim,template,vbench_status,visual_quality,winner_sharpness,written_reason
0.09552425891160965,0.0,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.7900634062710914,0.5515576003612297,0.6948138754782694,2,2,orbit_right_64,true,0.7935867552701996,0.55,reports/dpo_preference_protocol_v1/rollout_contact_sheets/stageA_final_prefix5_anchored_525c18bc4422f0_background_drift.jpg,true,event_missing;object_duplicate;object_identity_change,1,2,BLOCKED_BY_ENV,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_525c18bc4422f0_background_drift_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,yes,yes,58.13176090781087,0.048810645585979244,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,stageA_final,2,protocol_v1_B_006_prefix5_anchored_525c18bc4422f0_background_drift_stageA_final,1,16.766789131150194,False,0.0,r_quality_below_condition_p40;sharpness_ratio_lt_0.55,2,0.30518612452173055,prefix5_anchored_525c18bc4422f0_background_drift,False,0.8854049749488222,collision,BLOCKED_BY_ENV,2,1190.9648030656062,quality floor pass; medium-hard candidate; tags=event_missing;object_duplicate;object_identity_change
0.04315667599439621,0.0,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.7900634062710914,0.5515576003612297,0.6948138754782694,2,2,orbit_right_64,true,0.7935867552701996,0.55,reports/dpo_preference_protocol_v1/rollout_contact_sheets/stageA_final_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp.jpg,true,event_missing;object_duplicate;object_identity_change,1,2,BLOCKED_BY_ENV,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,yes,yes,58.13176090781087,0.048810645585979244,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,stageA_final,2,protocol_v1_B_003_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_stageA_final,1,16.766789131150194,False,0.0,r_quality_below_condition_p40;sharpness_ratio_lt_0.55,2,0.30518612452173055,prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,False,0.8854049749488222,collision,BLOCKED_BY_ENV,2,1190.9648030656062,quality floor pass; medium-hard candidate; tags=event_missing;object_duplicate;object_identity_change
0.10009658336639404,0.0,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.7900634062710914,0.5515576003612297,0.6948138754782694,2,2,orbit_right_64,true,0.7935867552701996,0.55,reports/dpo_preference_protocol_v1/rollout_contact_sheets/stageA_final_prefix5_anchored_1128e39109fc83_object_deformation.jpg,true,event_missing;object_duplicate;object_identity_change,1,2,BLOCKED_BY_ENV,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_1128e39109fc83_object_deformation_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,yes,yes,58.13176090781087,0.048810645585979244,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,stageA_final,2,protocol_v1_B_001_prefix5_anchored_1128e39109fc83_object_deformation_stageA_final,1,16.766789131150194,False,0.0,r_quality_below_condition_p40;sharpness_ratio_lt_0.55,2,0.30518612452173055,prefix5_anchored_1128e39109fc83_object_deformation,False,0.8854049749488222,collision,BLOCKED_BY_ENV,2,1190.9648030656062,quality floor pass; medium-hard candidate; tags=event_missing;object_duplicate;object_identity_change
0.07010449096560478,0.0,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.7900634062710914,0.5515576003612297,0.6948138754782694,2,2,orbit_right_64,true,0.7935867552701996,0.55,reports/dpo_preference_protocol_v1/rollout_contact_sheets/stageA_final_prefix5_anchored_ebade3740fe2f4_object_identity_change.jpg,true,event_missing;object_duplicate;object_identity_change,1,2,BLOCKED_BY_ENV,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_ebade3740fe2f4_object_identity_change_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,yes,yes,58.13176090781087,0.048810645585979244,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,stageA_final,2,protocol_v1_B_014_prefix5_anchored_ebade3740fe2f4_object_identity_change_stageA_final,1,16.766789131150194,False,0.0,r_quality_below_condition_p40;sharpness_ratio_lt_0.55,2,0.30518612452173055,prefix5_anchored_ebade3740fe2f4_object_identity_change,False,0.8854049749488222,collision,BLOCKED_BY_ENV,2,1190.9648030656062,quality floor pass; medium-hard candidate; tags=event_missing;object_duplicate;object_identity_change
0.014671958051621914,0.0,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.7900634062710914,0.5515576003612297,0.6948138754782694,2,2,orbit_right_64,true,0.7935867552701996,0.55,reports/dpo_preference_protocol_v1/rollout_contact_sheets/stageA_final_prefix5_anchored_e78653865b3413_wrong_camera_motion.jpg,true,event_missing;object_duplicate;object_identity_change,1,2,BLOCKED_BY_ENV,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_e78653865b3413_wrong_camera_motion_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,yes,yes,58.13176090781087,0.048810645585979244,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,stageA_final,2,protocol_v1_B_013_prefix5_anchored_e78653865b3413_wrong_camera_motion_stageA_final,1,16.766789131150194,False,0.0,r_quality_below_condition_p40;sharpness_ratio_lt_0.55,2,0.30518612452173055,prefix5_anchored_e78653865b3413_wrong_camera_motion,False,0.8854049749488222,collision,BLOCKED_BY_ENV,2,1190.9648030656062,quality floor pass; medium-hard candidate; tags=event_missing;object_duplicate;object_identity_change
0.07380025833845139,0.0,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.7900634062710914,0.5515576003612297,0.6948138754782694,2,2,orbit_right_64,true,0.7935867552701996,0.55,reports/dpo_preference_protocol_v1/rollout_contact_sheets/stageA_final_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch.jpg,true,event_missing;object_duplicate;object_identity_change,1,2,BLOCKED_BY_ENV,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,yes,yes,58.13176090781087,0.048810645585979244,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,stageA_final,2,protocol_v1_B_005_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_stageA_final,1,16.766789131150194,False,0.0,r_quality_below_condition_p40;sharpness_ratio_lt_0.55,2,0.30518612452173055,prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,False,0.8854049749488222,collision,BLOCKED_BY_ENV,2,1190.9648030656062,quality floor pass; medium-hard candidate; tags=event_missing;object_duplicate;object_identity_change
0.07681088149547577,0.0,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.7900634062710914,0.5515576003612297,0.6948138754782694,2,2,orbit_right_64,true,0.7935867552701996,0.55,reports/dpo_preference_protocol_v1/rollout_contact_sheets/stageA_final_prefix5_anchored_7f708dfe212ad6_freeze_foreground.jpg,true,event_missing;object_duplicate;object_identity_change,1,2,BLOCKED_BY_ENV,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_7f708dfe212ad6_freeze_foreground_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,yes,yes,58.13176090781087,0.048810645585979244,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,stageA_final,2,protocol_v1_B_007_prefix5_anchored_7f708dfe212ad6_freeze_foreground_stageA_final,1,16.766789131150194,False,0.0,r_quality_below_condition_p40;sharpness_ratio_lt_0.55,2,0.30518612452173055,prefix5_anchored_7f708dfe212ad6_freeze_foreground,False,0.8854049749488222,collision,BLOCKED_BY_ENV,2,1190.9648030656062,quality floor pass; medium-hard candidate; tags=event_missing;object_duplicate;object_identity_change
0.02641628310084343,0.0,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.7900634062710914,0.5515576003612297,0.6948138754782694,2,2,orbit_right_64,true,0.7935867552701996,0.55,reports/dpo_preference_protocol_v1/rollout_contact_sheets/stageA_final_prefix5_anchored_ff65f1ae3e7ca8_background_drift.jpg,true,event_missing;object_duplicate;object_identity_change,1,2,BLOCKED_BY_ENV,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_ff65f1ae3e7ca8_background_drift_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,yes,yes,58.13176090781087,0.048810645585979244,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,stageA_final,2,protocol_v1_B_016_prefix5_anchored_ff65f1ae3e7ca8_background_drift_stageA_final,1,16.766789131150194,False,0.0,r_quality_below_condition_p40;sharpness_ratio_lt_0.55,2,0.30518612452173055,prefix5_anchored_ff65f1ae3e7ca8_background_drift,False,0.8854049749488222,collision,BLOCKED_BY_ENV,2,1190.9648030656062,quality floor pass; medium-hard candidate; tags=event_missing;object_duplicate;object_identity_change
0.08626076579093933,0.0,0.6359298681957045,0.668100090690388,0.5579440785743834,0.6230691985299778,0.9748152736070994,0.4614094793093946,0.6632219516384528,1,1,orbit_left_44,true,0.974618141715591,0.55,reports/dpo_preference_protocol_v1/rollout_contact_sheets/stageA_final_prefix5_anchored_d744c2d6f264ba_object_deformation.jpg,true,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,1,2,BLOCKED_BY_ENV,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_d744c2d6f264ba_object_deformation_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,yes,yes,143.64034342823365,0.19183735790733386,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV,14.754958398212265,0.7672227260577114,BLOCKED_BY_ENV,stageA_final,2,protocol_v1_B_010_prefix5_anchored_d744c2d6f264ba_object_deformation_stageA_final,1,14.754958398212265,False,0.0,sharpness_ratio_lt_0.55,2,0.33677804836154723,prefix5_anchored_d744c2d6f264ba_object_deformation,False,0.7672227260577114,containment,BLOCKED_BY_ENV,2,748.7610598641504,quality floor pass; medium-hard candidate; tags=event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion
0.0660821795463562,0.0,0.6359298681957045,0.668100090690388,0.5579440785743834,0.6230691985299778,0.9748152736070994,0.4614094793093946,0.6632219516384528,1,1,orbit_left_44,true,0.974618141715591,0.55,reports/dpo_preference_protocol_v1/rollout_contact_sheets/stageA_final_prefix5_anchored_1279c3b65a6d9e_object_identity_change.jpg,true,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,1,2,BLOCKED_BY_ENV,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_1279c3b65a6d9e_object_identity_change_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,yes,yes,143.64034342823365,0.19183735790733386,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV,14.754958398212265,0.7672227260577114,BLOCKED_BY_ENV,stageA_final,2,protocol_v1_B_002_prefix5_anchored_1279c3b65a6d9e_object_identity_change_stageA_final,1,14.754958398212265,False,0.0,sharpness_ratio_lt_0.55,2,0.33677804836154723,prefix5_anchored_1279c3b65a6d9e_object_identity_change,False,0.7672227260577114,containment,BLOCKED_BY_ENV,2,748.7610598641504,quality floor pass; medium-hard candidate; tags=event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion
