action_trace_id,action_trace_path,camera_policy_id,camera_trajectory_path,depth_path,duration_sec,engine_state_path,error_reason,fps,gravity_label,gravity_value,height,image_path,initial_state_id,intrinsics_path,normal_path,num_frames,prefix_video_path,prompt,replay_group_id,sample_id,scene_id,semantic_annotation_path,source_root,status,video_decodable,video_path,width
unknown_action,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull1_test_20260513/MagnetRepel__bg175__aVA9WC/action.npy,unknown_camera,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull1_test_20260513/MagnetRepel__bg175__aVA9WC/poses.npy,None,None,None,not_physeditworld_source;missing_matched_action_trace_id;missing_matched_camera_policy_id;invalid_gravity_value_for_prompt_condition;video_not_decodable_or_unprobed,None,175g,175.0,None,None,unknown_initial_state,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull1_test_20260513/MagnetRepel__bg175__aVA9WC/intrinsics.npy,None,None,None,A first-person interactive world rollout. The character follows the given action sequence and camera trajectory. The scene is rendered under gravity: 175g.,replay_f3cfa87d75815b60,physedit_71ac5e30d47978ed,MagnetRepel__bg175__aVA9WC,None,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull1_test_20260513/MagnetRepel__bg175__aVA9WC,MISSING_GRAVITY,False,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull1_test_20260513/MagnetRepel__bg175__aVA9WC/target_video.mp4,None
unknown_action,/home/nvme03/workspace/lingbot-world/physinone_sft_heldout_conditions_81f_rank53_20260517/MovingHitsStationary_MovingHitsMoving_RollDownSlope__bg182__8f63Cw/action.npy,unknown_camera,/home/nvme03/workspace/lingbot-world/physinone_sft_heldout_conditions_81f_rank53_20260517/MovingHitsStationary_MovingHitsMoving_RollDownSlope__bg182__8f63Cw/poses.npy,None,None,None,not_physeditworld_source;missing_matched_action_trace_id;missing_matched_camera_policy_id;invalid_gravity_value_for_prompt_condition;video_not_decodable_or_unprobed,None,182g,182.0,None,None,unknown_initial_state,/home/nvme03/workspace/lingbot-world/physinone_sft_heldout_conditions_81f_rank53_20260517/MovingHitsStationary_MovingHitsMoving_RollDownSlope__bg182__8f63Cw/intrinsics.npy,None,None,None,A first-person interactive world rollout. The character follows the given action sequence and camera trajectory. The scene is rendered under gravity: 182g.,replay_032c0f08763acfa6,physedit_3f0db73a8dcb48ab,MovingHitsStationary_MovingHitsMoving_RollDownSlope__bg182__8f63Cw,None,/home/nvme03/workspace/lingbot-world/physinone_sft_heldout_conditions_81f_rank53_20260517/MovingHitsStationary_MovingHitsMoving_RollDownSlope__bg182__8f63Cw,MISSING_GRAVITY,False,/home/nvme03/workspace/lingbot-world/physinone_sft_heldout_conditions_81f_rank53_20260517/MovingHitsStationary_MovingHitsMoving_RollDownSlope__bg182__8f63Cw/target_video.mp4,None
unknown_action,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/MovingHitsFixed__bg184__HH13M0/action.npy,unknown_camera,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/MovingHitsFixed__bg184__HH13M0/poses.npy,None,None,None,not_physeditworld_source;missing_matched_action_trace_id;missing_matched_camera_policy_id;invalid_gravity_value_for_prompt_condition;video_not_decodable_or_unprobed,None,184g,184.0,None,None,unknown_initial_state,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/MovingHitsFixed__bg184__HH13M0/intrinsics.npy,None,None,None,A first-person interactive world rollout. The character follows the given action sequence and camera trajectory. The scene is rendered under gravity: 184g.,replay_cc849becaede4269,physedit_43c7ee47cf719e0a,MovingHitsFixed__bg184__HH13M0,None,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/MovingHitsFixed__bg184__HH13M0,MISSING_GRAVITY,False,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/MovingHitsFixed__bg184__HH13M0/target_video.mp4,None
unknown_action,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/LinCarryInertia_SimplePendulum__bg162__hpaxl2/action.npy,unknown_camera,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/LinCarryInertia_SimplePendulum__bg162__hpaxl2/poses.npy,None,None,None,not_physeditworld_source;missing_matched_action_trace_id;missing_matched_camera_policy_id;invalid_gravity_value_for_prompt_condition;video_not_decodable_or_unprobed,None,162g,162.0,None,None,unknown_initial_state,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/LinCarryInertia_SimplePendulum__bg162__hpaxl2/intrinsics.npy,None,None,None,A first-person interactive world rollout. The character follows the given action sequence and camera trajectory. The scene is rendered under gravity: 162g.,replay_d0a78ef1f83a31d4,physedit_6d40efe38d70125e,LinCarryInertia_SimplePendulum__bg162__hpaxl2,None,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/LinCarryInertia_SimplePendulum__bg162__hpaxl2,MISSING_GRAVITY,False,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/LinCarryInertia_SimplePendulum__bg162__hpaxl2/target_video.mp4,None
unknown_action,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/ImpactFracture_DoublePendulum__bg158__jA9YZ9/action.npy,unknown_camera,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/ImpactFracture_DoublePendulum__bg158__jA9YZ9/poses.npy,None,None,None,not_physeditworld_source;missing_matched_action_trace_id;missing_matched_camera_policy_id;invalid_gravity_value_for_prompt_condition;video_not_decodable_or_unprobed,None,158g,158.0,None,None,unknown_initial_state,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/ImpactFracture_DoublePendulum__bg158__jA9YZ9/intrinsics.npy,None,None,None,A first-person interactive world rollout. The character follows the given action sequence and camera trajectory. The scene is rendered under gravity: 158g.,replay_c816051fced7c822,physedit_816327f0ef966f51,ImpactFracture_DoublePendulum__bg158__jA9YZ9,None,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/ImpactFracture_DoublePendulum__bg158__jA9YZ9,MISSING_GRAVITY,False,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/ImpactFracture_DoublePendulum__bg158__jA9YZ9/target_video.mp4,None
unknown_action,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/VerticalFall_UniformPanelSpin__bg151__oHmost/action.npy,unknown_camera,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/VerticalFall_UniformPanelSpin__bg151__oHmost/poses.npy,None,None,None,not_physeditworld_source;missing_matched_action_trace_id;missing_matched_camera_policy_id;invalid_gravity_value_for_prompt_condition;video_not_decodable_or_unprobed,None,151g,151.0,None,None,unknown_initial_state,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/VerticalFall_UniformPanelSpin__bg151__oHmost/intrinsics.npy,None,None,None,A first-person interactive world rollout. The character follows the given action sequence and camera trajectory. The scene is rendered under gravity: 151g.,replay_90504dd9d9c87849,physedit_cae2231e700ce50c,VerticalFall_UniformPanelSpin__bg151__oHmost,None,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/VerticalFall_UniformPanelSpin__bg151__oHmost,MISSING_GRAVITY,False,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/VerticalFall_UniformPanelSpin__bg151__oHmost/target_video.mp4,None
unknown_action,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/AccelConcaveSpin_AccelSurfaceSpin__bg162__IG1rFr/action.npy,unknown_camera,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/AccelConcaveSpin_AccelSurfaceSpin__bg162__IG1rFr/poses.npy,None,None,None,not_physeditworld_source;missing_matched_action_trace_id;missing_matched_camera_policy_id;invalid_gravity_value_for_prompt_condition;video_not_decodable_or_unprobed,None,162g,162.0,None,None,unknown_initial_state,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/AccelConcaveSpin_AccelSurfaceSpin__bg162__IG1rFr/intrinsics.npy,None,None,None,A first-person interactive world rollout. The character follows the given action sequence and camera trajectory. The scene is rendered under gravity: 162g.,replay_41dca976484a31d8,physedit_316729ec2dd911ef,AccelConcaveSpin_AccelSurfaceSpin__bg162__IG1rFr,None,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/AccelConcaveSpin_AccelSurfaceSpin__bg162__IG1rFr,MISSING_GRAVITY,False,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/AccelConcaveSpin_AccelSurfaceSpin__bg162__IG1rFr/target_video.mp4,None
unknown_action,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/MovingHitsMoving__bg161__9DyEeE/action.npy,unknown_camera,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/MovingHitsMoving__bg161__9DyEeE/poses.npy,None,None,None,not_physeditworld_source;missing_matched_action_trace_id;missing_matched_camera_policy_id;invalid_gravity_value_for_prompt_condition;video_not_decodable_or_unprobed,None,161g,161.0,None,None,unknown_initial_state,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/MovingHitsMoving__bg161__9DyEeE/intrinsics.npy,None,None,None,A first-person interactive world rollout. The character follows the given action sequence and camera trajectory. The scene is rendered under gravity: 161g.,replay_5ca490fd8ac65d23,physedit_807045e82152b34a,MovingHitsMoving__bg161__9DyEeE,None,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/MovingHitsMoving__bg161__9DyEeE,MISSING_GRAVITY,False,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/MovingHitsMoving__bg161__9DyEeE/target_video.mp4,None
unknown_action,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/CatapultLaunch_StickSupportFail__bg177__v11WsG/action.npy,unknown_camera,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/CatapultLaunch_StickSupportFail__bg177__v11WsG/poses.npy,None,None,None,not_physeditworld_source;missing_matched_action_trace_id;missing_matched_camera_policy_id;invalid_gravity_value_for_prompt_condition;video_not_decodable_or_unprobed,None,177g,177.0,None,None,unknown_initial_state,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/CatapultLaunch_StickSupportFail__bg177__v11WsG/intrinsics.npy,None,None,None,A first-person interactive world rollout. The character follows the given action sequence and camera trajectory. The scene is rendered under gravity: 177g.,replay_933ba4647dc3fc5f,physedit_1d45de70899fbc0d,CatapultLaunch_StickSupportFail__bg177__v11WsG,None,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/CatapultLaunch_StickSupportFail__bg177__v11WsG,MISSING_GRAVITY,False,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/CatapultLaunch_StickSupportFail__bg177__v11WsG/target_video.mp4,None
unknown_action,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/BalloonFloat__bg181__3wm0fr/action.npy,unknown_camera,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/BalloonFloat__bg181__3wm0fr/poses.npy,None,None,None,not_physeditworld_source;missing_matched_action_trace_id;missing_matched_camera_policy_id;invalid_gravity_value_for_prompt_condition;video_not_decodable_or_unprobed,None,181g,181.0,None,None,unknown_initial_state,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/BalloonFloat__bg181__3wm0fr/intrinsics.npy,None,None,None,A first-person interactive world rollout. The character follows the given action sequence and camera trajectory. The scene is rendered under gravity: 181g.,replay_f367ea12becf3b74,physedit_ebb27b77c9074eac,BalloonFloat__bg181__3wm0fr,None,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/BalloonFloat__bg181__3wm0fr,MISSING_GRAVITY,False,/home/nvme03/workspace/lingbot-world/physinone_sft_conditions_81f_pull50_20260513/BalloonFloat__bg181__3wm0fr/target_video.mp4,None
