subset_name,row_idx,pair_id,pair_source,pair_type,failure_type,reward_margin,medium_hard,affected_region_available,affected_time_span_available,local_mask_ratio,sigma,timestep,actual_sigma_bin,requested_sigma_bin,energy_backend,status,error_reason,m_w,m_l,m_w_ref,m_l_ref,win_gap,lose_gap,winner_improvement,loser_degradation,Delta_policy,Delta_ref,u_raw,g_w_log,g_l_log,u_log,local_u_raw,local_u_log,m_w_per_token,m_l_per_token,m_w_ref_per_token,m_l_ref_per_token,m_w_sum,m_w_mean,m_w_local_mean,m_w_full_future_mean,g_w_z,g_w_mad,g_l_z,g_l_mad,u_z,u_mad
calibration12_real_energy,0,v11_SYN_0017_02215_collision_strafe_left_180_seed41215_background_drift_visible,controlled_synthetic_v11,TypeM_v11_synthetic_visible,background_drift_visible,0.12,True,True,True,,0.9655443429946899,965.5443725585938,unknown,unknown,real_lingbot_full_real_energy_audit,PASS_REAL_ENERGY,,0.10624272376298904,0.1250748634338379,0.10624272376298904,0.1250748634338379,0.0,0.0,-0.0,0.0,0.018832139670848846,0.018832139670848846,0.0,0.0,0.0,0.0,0.0,0.0,0.10624272376298904,0.1250748634338379,0.10624272376298904,0.1250748634338379,0.10624272376298904,0.10624272376298904,0.10624272376298904,0.10624272376298904,0.0,0.0,0.0,0.0,0.0,0.0
calibration12_real_energy,1,v11_SYN_0035_02228_collision_orbit_right_64_seed41228_background_drift_visible,controlled_synthetic_v11,TypeM_v11_synthetic_visible,background_drift_visible,0.12,True,True,True,,0.9534619450569153,953.4619750976562,unknown,unknown,real_lingbot_full_real_energy_audit,PASS_REAL_ENERGY,,0.17086373269557953,0.1867963671684265,0.17086373269557953,0.1867963671684265,0.0,0.0,-0.0,0.0,0.015932634472846985,0.015932634472846985,0.0,0.0,0.0,0.0,0.0,0.0,0.17086373269557953,0.1867963671684265,0.17086373269557953,0.1867963671684265,0.17086373269557953,0.17086373269557953,0.17086373269557953,0.17086373269557953,0.0,0.0,0.0,0.0,0.0,0.0
calibration12_real_energy,2,v11_SYN_0041_02239_collision_strafe_left_180_seed41239_background_drift_visible,controlled_synthetic_v11,TypeM_v11_synthetic_visible,background_drift_visible,0.12,True,True,True,,0.9977555274963379,997.7555541992188,unknown,unknown,real_lingbot_full_real_energy_audit,PASS_REAL_ENERGY,,0.00962440948933363,0.01038373913615942,0.00962440948933363,0.01038373913615942,0.0,0.0,-0.0,0.0,0.0007593296468257904,0.0007593296468257904,0.0,0.0,0.0,0.0,0.0,0.0,0.00962440948933363,0.01038373913615942,0.00962440948933363,0.01038373913615942,0.00962440948933363,0.00962440948933363,0.00962440948933363,0.00962440948933363,0.0,0.0,0.0,0.0,0.0,0.0
calibration12_real_energy,3,v11_SYN_0047_02259_collision_strafe_left_180_seed41259_background_drift_visible,controlled_synthetic_v11,TypeM_v11_synthetic_visible,background_drift_visible,0.12,True,True,True,,0.9800683259963989,980.0682983398438,unknown,unknown,real_lingbot_full_real_energy_audit,PASS_REAL_ENERGY,,0.09457544982433319,0.09939426183700562,0.09457544982433319,0.09939426183700562,0.0,0.0,-0.0,0.0,0.004818812012672424,0.004818812012672424,0.0,0.0,0.0,0.0,0.0,0.0,0.09457544982433319,0.09939426183700562,0.09457544982433319,0.09939426183700562,0.09457544982433319,0.09457544982433319,0.09457544982433319,0.09457544982433319,0.0,0.0,0.0,0.0,0.0,0.0
calibration12_real_energy,4,v11_SYN_0053_02262_collision_orbit_right_64_seed41262_background_drift_visible,controlled_synthetic_v11,TypeM_v11_synthetic_visible,background_drift_visible,0.12,True,True,True,,0.9499637484550476,949.9637451171875,unknown,unknown,real_lingbot_full_real_energy_audit,PASS_REAL_ENERGY,,0.18377727270126343,0.18848907947540283,0.18377727270126343,0.18848907947540283,0.0,0.0,-0.0,0.0,0.004711806774139404,0.004711806774139404,0.0,0.0,0.0,0.0,0.0,0.0,0.18377727270126343,0.18848907947540283,0.18377727270126343,0.18848907947540283,0.18377727270126343,0.18377727270126343,0.18377727270126343,0.18377727270126343,0.0,0.0,0.0,0.0,0.0,0.0
calibration12_real_energy,5,v11_SYN_0059_02276_collision_orbit_right_64_seed41276_background_drift_visible,controlled_synthetic_v11,TypeM_v11_synthetic_visible,background_drift_visible,0.12,True,True,True,,0.9585278630256653,958.5278930664062,unknown,unknown,real_lingbot_full_real_energy_audit,PASS_REAL_ENERGY,,0.12966643273830414,0.12777484953403473,0.12966643273830414,0.12777484953403473,0.0,0.0,-0.0,0.0,-0.0018915832042694092,-0.0018915832042694092,0.0,0.0,0.0,0.0,0.0,0.0,0.12966643273830414,0.12777484953403473,0.12966643273830414,0.12777484953403473,0.12966643273830414,0.12966643273830414,0.12966643273830414,0.12966643273830414,0.0,0.0,0.0,0.0,0.0,0.0
calibration12_real_energy,6,v11_SYN_0065_02284_collision_orbit_right_64_seed41284_background_drift_visible,controlled_synthetic_v11,TypeM_v11_synthetic_visible,background_drift_visible,0.12,True,True,True,,0.9810349345207214,981.034912109375,unknown,unknown,real_lingbot_full_real_energy_audit,PASS_REAL_ENERGY,,0.10087401419878006,0.11177962273359299,0.10087401419878006,0.11177962273359299,0.0,0.0,-0.0,0.0,0.010905608534812927,0.010905608534812927,0.0,0.0,0.0,0.0,0.0,0.0,0.10087401419878006,0.11177962273359299,0.10087401419878006,0.11177962273359299,0.10087401419878006,0.10087401419878006,0.10087401419878006,0.10087401419878006,0.0,0.0,0.0,0.0,0.0,0.0
calibration12_real_energy,7,v11_SYN_0095_02327_collision_strafe_left_180_seed41327_background_drift_visible,controlled_synthetic_v11,TypeM_v11_synthetic_visible,background_drift_visible,0.12,True,True,True,,0.9810349345207214,981.034912109375,unknown,unknown,real_lingbot_full_real_energy_audit,PASS_REAL_ENERGY,,0.10090278089046478,0.11105738580226898,0.10090278089046478,0.11105738580226898,0.0,0.0,-0.0,0.0,0.0101546049118042,0.0101546049118042,0.0,0.0,0.0,0.0,0.0,0.0,0.10090278089046478,0.11105738580226898,0.10090278089046478,0.11105738580226898,0.10090278089046478,0.10090278089046478,0.10090278089046478,0.10090278089046478,0.0,0.0,0.0,0.0,0.0,0.0
calibration12_real_energy,8,v11_SYN_0101_02328_collision_orbit_right_64_seed41328_background_drift_visible,controlled_synthetic_v11,TypeM_v11_synthetic_visible,background_drift_visible,0.12,True,True,True,,0.9897312521934509,989.7312622070312,unknown,unknown,real_lingbot_full_real_energy_audit,PASS_REAL_ENERGY,,0.10004433244466782,0.12064850330352783,0.10004433244466782,0.12064850330352783,0.0,0.0,-0.0,0.0,0.020604170858860016,0.020604170858860016,0.0,0.0,0.0,0.0,0.0,0.0,0.10004433244466782,0.12064850330352783,0.10004433244466782,0.12064850330352783,0.10004433244466782,0.10004433244466782,0.10004433244466782,0.10004433244466782,0.0,0.0,0.0,0.0,0.0,0.0
calibration12_real_energy,9,v11_SYN_0113_02360_collision_orbit_right_64_seed41360_background_drift_visible,controlled_synthetic_v11,TypeM_v11_synthetic_visible,background_drift_visible,0.12,True,True,True,,0.9869229197502136,986.9229125976562,unknown,unknown,real_lingbot_full_real_energy_audit,PASS_REAL_ENERGY,,0.10051866620779037,0.10671210289001465,0.10051866620779037,0.10671210289001465,0.0,0.0,-0.0,0.0,0.006193436682224274,0.006193436682224274,0.0,0.0,0.0,0.0,0.0,0.0,0.10051866620779037,0.10671210289001465,0.10051866620779037,0.10671210289001465,0.10051866620779037,0.10051866620779037,0.10051866620779037,0.10051866620779037,0.0,0.0,0.0,0.0,0.0,0.0
calibration12_real_energy,10,v11_SYN_0119_02366_collision_orbit_right_64_seed41366_background_drift_visible,controlled_synthetic_v11,TypeM_v11_synthetic_visible,background_drift_visible,0.12,True,True,True,,0.992756724357605,992.7567138671875,unknown,unknown,real_lingbot_full_real_energy_audit,PASS_REAL_ENERGY,,0.05337199941277504,0.05953409895300865,0.05337199941277504,0.05953409895300865,0.0,0.0,-0.0,0.0,0.006162099540233612,0.006162099540233612,0.0,0.0,0.0,0.0,0.0,0.0,0.05337199941277504,0.05953409895300865,0.05337199941277504,0.05953409895300865,0.05337199941277504,0.05337199941277504,0.05337199941277504,0.05337199941277504,0.0,0.0,0.0,0.0,0.0,0.0
calibration12_real_energy,11,v11_SYN_0131_02384_collision_orbit_right_64_seed41384_background_drift_visible,controlled_synthetic_v11,TypeM_v11_synthetic_visible,background_drift_visible,0.12,True,True,True,,0.98591548204422,985.9154663085938,unknown,unknown,real_lingbot_full_real_energy_audit,PASS_REAL_ENERGY,,0.11062482744455338,0.11879803240299225,0.11062482744455338,0.11879803240299225,0.0,0.0,-0.0,0.0,0.008173204958438873,0.008173204958438873,0.0,0.0,0.0,0.0,0.0,0.0,0.11062482744455338,0.11879803240299225,0.11062482744455338,0.11879803240299225,0.11062482744455338,0.11062482744455338,0.11062482744455338,0.11062482744455338,0.0,0.0,0.0,0.0,0.0,0.0
