utility_type,count,beta,median_abs_u,median_abs_beta_u,p90_abs_beta_u,mean_dpo_loss,mean_gradient_scale,near_zero_ratio,effective_ratio,saturation_ratio
u_raw,12,0.01,0.0,0.0,0.0,0.6931471805599453,0.004999999999999999,1.0,0.0,0.0
u_raw,12,0.02,0.0,0.0,0.0,0.6931471805599453,0.009999999999999998,1.0,0.0,0.0
u_raw,12,0.05,0.0,0.0,0.0,0.6931471805599453,0.024999999999999998,1.0,0.0,0.0
u_raw,12,0.1,0.0,0.0,0.0,0.6931471805599453,0.049999999999999996,1.0,0.0,0.0
u_raw,12,0.2,0.0,0.0,0.0,0.6931471805599453,0.09999999999999999,1.0,0.0,0.0
u_raw,12,0.5,0.0,0.0,0.0,0.6931471805599453,0.25,1.0,0.0,0.0
u_raw,12,1,0.0,0.0,0.0,0.6931471805599453,0.5,1.0,0.0,0.0
u_raw,12,2,0.0,0.0,0.0,0.6931471805599453,1.0,1.0,0.0,0.0
u_raw,12,5,0.0,0.0,0.0,0.6931471805599453,2.5,1.0,0.0,0.0
u_raw,12,10,0.0,0.0,0.0,0.6931471805599453,5.0,1.0,0.0,0.0
u_raw,12,20,0.0,0.0,0.0,0.6931471805599453,10.0,1.0,0.0,0.0
u_raw,12,50,0.0,0.0,0.0,0.6931471805599453,25.0,1.0,0.0,0.0
u_raw,12,100,0.0,0.0,0.0,0.6931471805599453,50.0,1.0,0.0,0.0
u_raw,12,200,0.0,0.0,0.0,0.6931471805599453,100.0,1.0,0.0,0.0
u_raw,12,500,0.0,0.0,0.0,0.6931471805599453,250.0,1.0,0.0,0.0
u_raw,12,1000,0.0,0.0,0.0,0.6931471805599453,500.0,1.0,0.0,0.0
u_log,12,0.01,0.0,0.0,0.0,0.6931471805599453,0.004999999999999999,1.0,0.0,0.0
u_log,12,0.02,0.0,0.0,0.0,0.6931471805599453,0.009999999999999998,1.0,0.0,0.0
u_log,12,0.05,0.0,0.0,0.0,0.6931471805599453,0.024999999999999998,1.0,0.0,0.0
u_log,12,0.1,0.0,0.0,0.0,0.6931471805599453,0.049999999999999996,1.0,0.0,0.0
u_log,12,0.2,0.0,0.0,0.0,0.6931471805599453,0.09999999999999999,1.0,0.0,0.0
u_log,12,0.5,0.0,0.0,0.0,0.6931471805599453,0.25,1.0,0.0,0.0
u_log,12,1,0.0,0.0,0.0,0.6931471805599453,0.5,1.0,0.0,0.0
u_log,12,2,0.0,0.0,0.0,0.6931471805599453,1.0,1.0,0.0,0.0
u_log,12,5,0.0,0.0,0.0,0.6931471805599453,2.5,1.0,0.0,0.0
u_log,12,10,0.0,0.0,0.0,0.6931471805599453,5.0,1.0,0.0,0.0
u_log,12,20,0.0,0.0,0.0,0.6931471805599453,10.0,1.0,0.0,0.0
u_log,12,50,0.0,0.0,0.0,0.6931471805599453,25.0,1.0,0.0,0.0
u_log,12,100,0.0,0.0,0.0,0.6931471805599453,50.0,1.0,0.0,0.0
u_log,12,200,0.0,0.0,0.0,0.6931471805599453,100.0,1.0,0.0,0.0
u_log,12,500,0.0,0.0,0.0,0.6931471805599453,250.0,1.0,0.0,0.0
u_log,12,1000,0.0,0.0,0.0,0.6931471805599453,500.0,1.0,0.0,0.0
u_z,12,0.01,0.0,0.0,0.0,0.6931471805599453,0.004999999999999999,1.0,0.0,0.0
u_z,12,0.02,0.0,0.0,0.0,0.6931471805599453,0.009999999999999998,1.0,0.0,0.0
u_z,12,0.05,0.0,0.0,0.0,0.6931471805599453,0.024999999999999998,1.0,0.0,0.0
u_z,12,0.1,0.0,0.0,0.0,0.6931471805599453,0.049999999999999996,1.0,0.0,0.0
u_z,12,0.2,0.0,0.0,0.0,0.6931471805599453,0.09999999999999999,1.0,0.0,0.0
u_z,12,0.5,0.0,0.0,0.0,0.6931471805599453,0.25,1.0,0.0,0.0
u_z,12,1,0.0,0.0,0.0,0.6931471805599453,0.5,1.0,0.0,0.0
u_z,12,2,0.0,0.0,0.0,0.6931471805599453,1.0,1.0,0.0,0.0
u_z,12,5,0.0,0.0,0.0,0.6931471805599453,2.5,1.0,0.0,0.0
u_z,12,10,0.0,0.0,0.0,0.6931471805599453,5.0,1.0,0.0,0.0
u_z,12,20,0.0,0.0,0.0,0.6931471805599453,10.0,1.0,0.0,0.0
u_z,12,50,0.0,0.0,0.0,0.6931471805599453,25.0,1.0,0.0,0.0
u_z,12,100,0.0,0.0,0.0,0.6931471805599453,50.0,1.0,0.0,0.0
