fvd_attempted_fix,fvd_backend,fvd_reason,fvd_status,model,prediction_file_size_mb,prediction_fps,prediction_height,prediction_num_frames,prediction_status,prediction_video_path,prediction_width,reference_height,reference_status,reference_video_path,reference_width,sample_id,status,template,vbench_attempted_fix,vbench_reason,vbench_status
Installed/checked pytorchvideo and torchmetrics; refused to substitute image FID for FVD; no uncontrolled I3D weight download was started.,none,"No real video FVD backend with local temporal feature weights is available. torchmetrics.video.FrechetVideoDistance unavailable: No module named 'dateutil' | pytorchvideo imports after lightweight install, but it does not provide an FVD metric or local I3D/FVD weights | pytorch-fid is installed, but image FID is not reported as video FVD",BLOCKED_BY_ENV,,7.6134843826293945,16.0,480,81,ok,local_assets/dpo_utility_calibration_v14/objective_search/E02_best7/rollouts/step000/videos/04214_containment_orbit_left_44_seed43214_E02_best7_step000.mp4,832,,missing,local_assets/dpo_pair_factory_v10/recovered_conditions/04214_containment_orbit_left_44_seed43214/clean_future_5_80.mp4,,04214_containment_orbit_left_44_seed43214,decode_failed,containment,Import check passed; explicit VBench assets/config are still required before scoring.,"VBench package imports, but project-local model/config/runtime paths are not configured in this wrapper yet.",BLOCKED_BY_ENV
Installed/checked pytorchvideo and torchmetrics; refused to substitute image FID for FVD; no uncontrolled I3D weight download was started.,none,"No real video FVD backend with local temporal feature weights is available. torchmetrics.video.FrechetVideoDistance unavailable: No module named 'dateutil' | pytorchvideo imports after lightweight install, but it does not provide an FVD metric or local I3D/FVD weights | pytorch-fid is installed, but image FID is not reported as video FVD",BLOCKED_BY_ENV,,6.908984184265137,16.0,480,81,ok,local_assets/dpo_utility_calibration_v14/objective_search/E02_best7/rollouts/step000/videos/04279_containment_orbit_left_44_seed43279_E02_best7_step000.mp4,832,,missing,local_assets/dpo_pair_factory_v10/recovered_conditions/04279_containment_orbit_left_44_seed43279/clean_future_5_80.mp4,,04279_containment_orbit_left_44_seed43279,decode_failed,containment,Import check passed; explicit VBench assets/config are still required before scoring.,"VBench package imports, but project-local model/config/runtime paths are not configured in this wrapper yet.",BLOCKED_BY_ENV
Installed/checked pytorchvideo and torchmetrics; refused to substitute image FID for FVD; no uncontrolled I3D weight download was started.,none,"No real video FVD backend with local temporal feature weights is available. torchmetrics.video.FrechetVideoDistance unavailable: No module named 'dateutil' | pytorchvideo imports after lightweight install, but it does not provide an FVD metric or local I3D/FVD weights | pytorch-fid is installed, but image FID is not reported as video FVD",BLOCKED_BY_ENV,,6.4681806564331055,16.0,480,81,ok,local_assets/dpo_utility_calibration_v14/objective_search/E02_best7/rollouts/step000/videos/prefix5_anchored_1128e39109fc83_object_deformation_E02_best7_step000.mp4,832,,missing,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,,prefix5_anchored_1128e39109fc83_object_deformation,decode_failed,collision,Import check passed; explicit VBench assets/config are still required before scoring.,"VBench package imports, but project-local model/config/runtime paths are not configured in this wrapper yet.",BLOCKED_BY_ENV
Installed/checked pytorchvideo and torchmetrics; refused to substitute image FID for FVD; no uncontrolled I3D weight download was started.,none,"No real video FVD backend with local temporal feature weights is available. torchmetrics.video.FrechetVideoDistance unavailable: No module named 'dateutil' | pytorchvideo imports after lightweight install, but it does not provide an FVD metric or local I3D/FVD weights | pytorch-fid is installed, but image FID is not reported as video FVD",BLOCKED_BY_ENV,,7.6271257400512695,16.0,480,81,ok,local_assets/dpo_utility_calibration_v14/objective_search/E02_best7/rollouts/step000/videos/04351_containment_orbit_left_44_seed43351_E02_best7_step000.mp4,832,,missing,local_assets/dpo_pair_factory_v10/recovered_conditions/04351_containment_orbit_left_44_seed43351/clean_future_5_80.mp4,,04351_containment_orbit_left_44_seed43351,decode_failed,containment,Import check passed; explicit VBench assets/config are still required before scoring.,"VBench package imports, but project-local model/config/runtime paths are not configured in this wrapper yet.",BLOCKED_BY_ENV
Installed/checked pytorchvideo and torchmetrics; refused to substitute image FID for FVD; no uncontrolled I3D weight download was started.,none,"No real video FVD backend with local temporal feature weights is available. torchmetrics.video.FrechetVideoDistance unavailable: No module named 'dateutil' | pytorchvideo imports after lightweight install, but it does not provide an FVD metric or local I3D/FVD weights | pytorch-fid is installed, but image FID is not reported as video FVD",BLOCKED_BY_ENV,,7.705391883850098,16.0,480,81,ok,local_assets/dpo_utility_calibration_v14/objective_search/E02_best7/rollouts/step005/videos/04214_containment_orbit_left_44_seed43214_E02_best7_step005.mp4,832,,missing,local_assets/dpo_pair_factory_v10/recovered_conditions/04214_containment_orbit_left_44_seed43214/clean_future_5_80.mp4,,04214_containment_orbit_left_44_seed43214,decode_failed,containment,Import check passed; explicit VBench assets/config are still required before scoring.,"VBench package imports, but project-local model/config/runtime paths are not configured in this wrapper yet.",BLOCKED_BY_ENV
Installed/checked pytorchvideo and torchmetrics; refused to substitute image FID for FVD; no uncontrolled I3D weight download was started.,none,"No real video FVD backend with local temporal feature weights is available. torchmetrics.video.FrechetVideoDistance unavailable: No module named 'dateutil' | pytorchvideo imports after lightweight install, but it does not provide an FVD metric or local I3D/FVD weights | pytorch-fid is installed, but image FID is not reported as video FVD",BLOCKED_BY_ENV,,6.910543441772461,16.0,480,81,ok,local_assets/dpo_utility_calibration_v14/objective_search/E02_best7/rollouts/step005/videos/04279_containment_orbit_left_44_seed43279_E02_best7_step005.mp4,832,,missing,local_assets/dpo_pair_factory_v10/recovered_conditions/04279_containment_orbit_left_44_seed43279/clean_future_5_80.mp4,,04279_containment_orbit_left_44_seed43279,decode_failed,containment,Import check passed; explicit VBench assets/config are still required before scoring.,"VBench package imports, but project-local model/config/runtime paths are not configured in this wrapper yet.",BLOCKED_BY_ENV
Installed/checked pytorchvideo and torchmetrics; refused to substitute image FID for FVD; no uncontrolled I3D weight download was started.,none,"No real video FVD backend with local temporal feature weights is available. torchmetrics.video.FrechetVideoDistance unavailable: No module named 'dateutil' | pytorchvideo imports after lightweight install, but it does not provide an FVD metric or local I3D/FVD weights | pytorch-fid is installed, but image FID is not reported as video FVD",BLOCKED_BY_ENV,,6.452396392822266,16.0,480,81,ok,local_assets/dpo_utility_calibration_v14/objective_search/E02_best7/rollouts/step005/videos/prefix5_anchored_1128e39109fc83_object_deformation_E02_best7_step005.mp4,832,,missing,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,,prefix5_anchored_1128e39109fc83_object_deformation,decode_failed,collision,Import check passed; explicit VBench assets/config are still required before scoring.,"VBench package imports, but project-local model/config/runtime paths are not configured in this wrapper yet.",BLOCKED_BY_ENV
Installed/checked pytorchvideo and torchmetrics; refused to substitute image FID for FVD; no uncontrolled I3D weight download was started.,none,"No real video FVD backend with local temporal feature weights is available. torchmetrics.video.FrechetVideoDistance unavailable: No module named 'dateutil' | pytorchvideo imports after lightweight install, but it does not provide an FVD metric or local I3D/FVD weights | pytorch-fid is installed, but image FID is not reported as video FVD",BLOCKED_BY_ENV,,7.553680419921875,16.0,480,81,ok,local_assets/dpo_utility_calibration_v14/objective_search/E02_best7/rollouts/step005/videos/04351_containment_orbit_left_44_seed43351_E02_best7_step005.mp4,832,,missing,local_assets/dpo_pair_factory_v10/recovered_conditions/04351_containment_orbit_left_44_seed43351/clean_future_5_80.mp4,,04351_containment_orbit_left_44_seed43351,decode_failed,containment,Import check passed; explicit VBench assets/config are still required before scoring.,"VBench package imports, but project-local model/config/runtime paths are not configured in this wrapper yet.",BLOCKED_BY_ENV
Installed/checked pytorchvideo and torchmetrics; refused to substitute image FID for FVD; no uncontrolled I3D weight download was started.,none,"No real video FVD backend with local temporal feature weights is available. torchmetrics.video.FrechetVideoDistance unavailable: No module named 'dateutil' | pytorchvideo imports after lightweight install, but it does not provide an FVD metric or local I3D/FVD weights | pytorch-fid is installed, but image FID is not reported as video FVD",BLOCKED_BY_ENV,,7.588120460510254,16.0,480,81,ok,local_assets/dpo_utility_calibration_v14/objective_search/E02_best7/rollouts/step007/videos/04214_containment_orbit_left_44_seed43214_E02_best7_step007.mp4,832,,missing,local_assets/dpo_pair_factory_v10/recovered_conditions/04214_containment_orbit_left_44_seed43214/clean_future_5_80.mp4,,04214_containment_orbit_left_44_seed43214,decode_failed,containment,Import check passed; explicit VBench assets/config are still required before scoring.,"VBench package imports, but project-local model/config/runtime paths are not configured in this wrapper yet.",BLOCKED_BY_ENV
Installed/checked pytorchvideo and torchmetrics; refused to substitute image FID for FVD; no uncontrolled I3D weight download was started.,none,"No real video FVD backend with local temporal feature weights is available. torchmetrics.video.FrechetVideoDistance unavailable: No module named 'dateutil' | pytorchvideo imports after lightweight install, but it does not provide an FVD metric or local I3D/FVD weights | pytorch-fid is installed, but image FID is not reported as video FVD",BLOCKED_BY_ENV,,6.84957218170166,16.0,480,81,ok,local_assets/dpo_utility_calibration_v14/objective_search/E02_best7/rollouts/step007/videos/04279_containment_orbit_left_44_seed43279_E02_best7_step007.mp4,832,,missing,local_assets/dpo_pair_factory_v10/recovered_conditions/04279_containment_orbit_left_44_seed43279/clean_future_5_80.mp4,,04279_containment_orbit_left_44_seed43279,decode_failed,containment,Import check passed; explicit VBench assets/config are still required before scoring.,"VBench package imports, but project-local model/config/runtime paths are not configured in this wrapper yet.",BLOCKED_BY_ENV
