Delta_policy,Delta_ref,E_policy_loser,E_policy_winner,E_ref_loser,E_ref_winner,affected_mask_available,affected_region_available,affected_time_span_available,codex_loser_collapsed,codex_too_easy,codex_valid_preference,codex_winner_bad,corruption_type,cuda_memory_allocated_gb,cuda_memory_reserved_gb,cuda_peak_memory_gb,delta_policy,delta_ref,device,energy_margin,energy_seconds,error_reason,latent_loss_indices,loser_source,medium_hard,num_shards,pair_id,pair_index,pair_type,policy_loser_energy,policy_trainable_params,policy_winner_energy,prediction_start_frame,prefix_len,protocol_version,quality_floor_pass,ref_loser_energy,ref_winner_energy,reference_relative_margin,reference_trainable_params,reward_margin,same_intrinsics,same_noise,same_poses,same_prefix,same_prompt,same_timestep,seed,shard_index,sigma,status,timestep,timestep_index,timestep_weight,winner_source,visual_validity,winner_bad,loser_collapsed,too_easy,too_hard,medium_hard_score,winner_quality,loser_quality,local_corruption_available,selected_dpo_ready,localdpo_ready,selection_reasons
0.01144854724407196,0.01144854724407196,0.1477285772562027,0.13628003001213074,0.1477285772562027,0.13628003001213074,True,True,True,False,False,True,False,background_drift_local,35.07185506820679,51.439453125,50.33224630355835,0.01144854724407196,0.01144854724407196,cuda,0.01144854724407196,293.76805901527405,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_001_02200_collision_orbit_right_64_seed41200_background_drift_local,0,local_corruption,0.1477285772562027,6553600,0.13628003001213074,5,5,v1,True,0.1477285772562027,0.13628003001213074,0.0,0,0.17999999999999994,True,True,True,True,True,True,91000,0,0.9532604217529297,ok,953.2604370117188,329,2.028505325317383,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.019627079367637634,0.019627079367637634,0.12165576964616776,0.10202869027853012,0.12165576964616776,0.10202869027853012,True,True,True,False,False,True,False,wrong_camera_motion_local,35.07185506820679,51.439453125,50.33224630355835,0.019627079367637634,0.019627079367637634,cuda,0.019627079367637634,288.1056933403015,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_002_02200_collision_orbit_right_64_seed41200_wrong_camera_motion_local,1,local_corruption,0.12165576964616776,6553600,0.10202869027853012,5,5,v1,True,0.12165576964616776,0.10202869027853012,0.0,0,0.19999999999999996,True,True,True,True,True,True,91001,1,0.9607577919960022,ok,960.7578125,290,1.7046294212341309,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.023501377552747726,0.023501377552747726,0.08224108070135117,0.05873970314860344,0.08224108070135117,0.05873970314860344,True,True,True,False,False,True,False,object_deformation_local,35.07185506820679,51.439453125,50.33224630355835,0.023501377552747726,0.023501377552747726,cuda,0.023501377552747726,270.2806987762451,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_003_02200_collision_orbit_right_64_seed41200_object_deformation_local,2,local_corruption,0.08224108070135117,6553600,0.05873970314860344,5,5,v1,True,0.08224108070135117,0.05873970314860344,0.0,0,0.21999999999999997,True,True,True,True,True,True,91002,2,0.9847622513771057,ok,984.7622680664062,134,0.6630871295928955,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.00760408490896225,0.00760408490896225,0.07630053907632828,0.06869645416736603,0.07630053907632828,0.06869645416736603,True,True,True,False,False,True,False,object_identity_change_local,35.07185506820679,51.439453125,50.33224630355835,0.00760408490896225,0.00760408490896225,cuda,0.00760408490896225,261.2068350315094,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_004_02200_collision_orbit_right_64_seed41200_object_identity_change_local,3,local_corruption,0.07630053907632828,6553600,0.06869645416736603,5,5,v1,True,0.07630053907632828,0.06869645416736603,0.0,0,0.24,True,True,True,True,True,True,91003,3,0.986672580242157,ok,986.672607421875,119,0.5799985527992249,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.0004230281338095665,0.0004230281338095665,0.013276665471494198,0.012853637337684631,0.013276665471494198,0.012853637337684631,True,True,True,False,False,True,False,reobserve_mismatch_local,35.07185506820679,51.439453125,50.33224630355835,0.0004230281338095665,0.0004230281338095665,cuda,0.0004230281338095665,253.33412432670593,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_005_02200_collision_orbit_right_64_seed41200_reobserve_mismatch_local,4,local_corruption,0.013276665471494198,6553600,0.012853637337684631,5,5,v1,True,0.013276665471494198,0.012853637337684631,0.0,0,0.26,True,True,True,True,True,True,91004,4,0.9973376989364624,ok,997.3377075195312,26,0.1158880665898323,clean_gt,True,False,False,False,False,1.0,2,2,True,False,False,weak_or_negative_energy_margin
0.022545889019966125,0.022545889019966125,0.09868516027927399,0.07613927125930786,0.09868516027927399,0.07613927125930786,True,True,True,False,False,True,False,partial_freeze,35.07185506820679,51.439453125,50.33224630355835,0.022545889019966125,0.022545889019966125,cuda,0.022545889019966125,255.5356466770172,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_006_02200_collision_orbit_right_64_seed41200_partial_freeze,5,local_corruption,0.09868516027927399,6553600,0.07613927125930786,5,5,v1,True,0.09868516027927399,0.07613927125930786,0.0,0,0.17999999999999994,True,True,True,True,True,True,91005,5,0.9780917763710022,ok,978.091796875,183,0.9530425071716309,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.00939827412366867,0.00939827412366867,0.09792493283748627,0.0885266587138176,0.09792493283748627,0.0885266587138176,True,True,True,False,False,True,False,physical_event_local_failure,35.07185506820679,51.439453125,50.33224630355835,0.00939827412366867,0.00939827412366867,cuda,0.00939827412366867,229.55009412765503,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_007_02200_collision_orbit_right_64_seed41200_physical_event_local_failure,6,local_corruption,0.09792493283748627,6553600,0.0885266587138176,5,5,v1,True,0.09792493283748627,0.0885266587138176,0.0,0,0.19999999999999996,True,True,True,True,True,True,91006,6,0.9739538431167603,ok,973.953857421875,211,1.1327435970306396,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.013886384665966034,0.013886384665966034,0.06644009053707123,0.052553705871105194,0.06644009053707123,0.052553705871105194,True,True,True,False,False,True,False,background_drift_local,35.07185506820679,51.439453125,50.33224630355835,0.013886384665966034,0.013886384665966034,cuda,0.013886384665966034,222.73031616210938,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_008_02200_collision_orbit_right_64_seed41200_background_drift_local,7,local_corruption,0.06644009053707123,6553600,0.052553705871105194,5,5,v1,True,0.06644009053707123,0.052553705871105194,0.0,0,0.21999999999999997,True,True,True,True,True,True,91007,7,0.9911466240882874,ok,991.1466064453125,82,0.3853467106819153,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.00571475550532341,0.00571475550532341,0.046820756047964096,0.041106000542640686,0.046820756047964096,0.041106000542640686,True,True,True,False,False,True,False,wrong_camera_motion_local,35.07185506820679,51.44140625,50.329204082489014,0.00571475550532341,0.00571475550532341,cuda,0.00571475550532341,159.27621579170227,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_009_02200_collision_orbit_right_64_seed41200_wrong_camera_motion_local,8,local_corruption,0.046820756047964096,6553600,0.041106000542640686,5,5,v1,True,0.046820756047964096,0.041106000542640686,0.0,0,0.24,True,True,True,True,True,True,91008,0,0.9897312521934509,ok,989.7312622070312,94,0.4469332695007324,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.011354699730873108,0.011354699730873108,0.13580107688903809,0.12444637715816498,0.13580107688903809,0.12444637715816498,True,True,True,False,False,True,False,object_deformation_local,35.07185506820679,51.44140625,50.329204082489014,0.011354699730873108,0.011354699730873108,cuda,0.011354699730873108,158.34817504882812,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_010_02200_collision_orbit_right_64_seed41200_object_deformation_local,9,local_corruption,0.13580107688903809,6553600,0.12444637715816498,5,5,v1,True,0.13580107688903809,0.12444637715816498,0.0,0,0.26,True,True,True,True,True,True,91009,1,0.9600217342376709,ok,960.021728515625,294,1.7364643812179565,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
